PRIMKEY,COUNTRY,FIPSCODE,COWCODE,CONTCODE,SITENUM,NAME,LAT,LONG,RES,RESINFO,LOCSOURCE,FIELDINFO,DISC,DISCPRES,PROD,PRODPRES,OTHERINFO,SOURCEINFO,VERSION
ID027PET,Indonesia,ID,850,3,27,Banda Arc,-3.27,130.43,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1945,1,Bula field discovered in 1896 and started operating in 1919,"Wells, 1997 - Petroleum Economist, 2003",1.2
ID029PET,Indonesia,ID,850,3,29,Bintuni/Sulawati Province,-1.92,133.12,PET,oil and gas,"Steinshouer et al., 1999",1,1946,1,1954,1,Wasian-Mogoi fields discovered in 1946 and put into production in 1954,"Kulke, 1994 - Poulgrain, 1999",1.2
ID030PET,Indonesia,ID,850,3,30,Northern Irian Jaya Waropen B,-1.67,137.70,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
ID020PET,Indonesia,ID,850,3,20,Barito Basin,-1.36,115.25,PET,gas,"Steinshouer et al., 1999",1,1945,1,1962,1,Tanjung field discovered in 1938 and came on stream in 1962,"Kulke, 1994 - Nugroho et al., 2003",1.2
ID023PET,Indonesia,ID,850,3,23,Sulawesi Accretionary Prism,-1.30,122.32,PET,gas,"Steinshouer et al., 1999",4,-9999,3,-9999,4,Donggi field - project under development,"Petroleum Economist, 2003 - Laksamana.Net, 2003",1.2
ID028PET,Indonesia,ID,850,3,28,Bintuni/Sulawati Province,-1.14,131.44,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1948,1,Klamono field discovered in 1936 and started operating in 1948,"Kulke, 1994 - Poulgrain, 1999",1.2
ID004PET,Indonesia,ID,850,3,4,Sumatra/Java Magmatic Arc,-0.63,100.88,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
ID019PET,Indonesia,ID,850,3,19,Kutei Basin,-0.57,115.15,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
ID018PET,Indonesia,ID,850,3,18,Kutei Basin,-0.25,117.24,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1985,2,Sanga-Sanga field discovered in 1898 - production at least since 1985,"Kulke, 1994 - Nugroho, 2003",1.2
ID010PET,Indonesia,ID,850,3,10,Central Sumatra Basin,1.30,99.81,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
ID009PET,Indonesia,ID,850,3,9,Central Sumatra Basin,0.84,101.36,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1990,2,Lirik field discovered in 1939 - production at least since 1990,"Kulke, 1994 - Petroleum Economist, 2003",1.2
ID016PET,Indonesia,ID,850,3,16,Pamusian Tarakan Basin,2.91,117.50,PET,gas,"Steinshouer et al., 1999",1,1945,1,1945,1,production since 1905,"Kulke, 1994",1.2
ID022PET,Indonesia,ID,850,3,22,Meratus High,-2.06,115.65,PET,oil and gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available,,1.2
ID021PET,Indonesia,ID,850,3,21,Barito Basin,-2.19,115.32,PET,oil and gas,"Steinshouer et al., 1999",1,1965,1,-9999,3,Warukin field discovered in 1965 and Tapian Timur field in 1967,"Kulke, 1994 - Nugroho et al., 2003",1.2
ID015PET,Indonesia,ID,850,3,15,Pamusian Tarakan Basin,3.83,117.56,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1945,1,production since 1905,"Kulke, 1994",1.2
ID017PET,Indonesia,ID,850,3,17,Ketuneau/Sintang Terrane,3.75,117.29,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available,,1.2
ID001PET,Indonesia,ID,850,3,1,Sumatra/Java Magmatic Arc,5.00,96.98,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields can not be identified due to the fact that they are close to the other basin,,1.2
ID002PET,Indonesia,ID,850,3,2,Sumatra/Java Magmatic Arc,4.65,97.39,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields can not be identified due to the fact that they are close to the other basin,,1.2
ID008PET,Indonesia,ID,850,3,8,North Sumatra Basin,4.42,97.90,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1990,2,first commercial discovery in 1885 - production at least since 1990,"World Energy Council, 2001al - Kulke, 1994",1.2
ID003PET,Indonesia,ID,850,3,3,Sumatra/Java Magmatic Arc,3.51,98.51,PET,oil and gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields can not be identified due to the fact that they are close to the other basin,,1.2
ID011PET,Indonesia,ID,850,3,11,South Sumatra Basin,-2.58,103.65,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,-9999,3,several discoveries since 1904,"Kulke, 1994 - CCOP, 2002e",1.2
ID005PET,Indonesia,ID,850,3,5,Sumatra/Java Magmatic Arc,-3.48,103.00,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields can not be identified due to the fact that they are close to the other basin,,1.2
ID014PET,Indonesia,ID,850,3,14,East Java Basin,-7.11,111.69,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1945,1,development of oil fields since 1888,"Kulke, 1994",1.2
ID007PET,Indonesia,ID,850,3,7,Sumatra/Java Magmatic Arc,-7.62,112.64,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields can not be identified due to the fact that they are close to the other basin,,1.2
IN008PET,India,IN,750,3,8,Ganges-Brahmaputra Delta,25.13,88.09,PET,oil and gas,"Petroleum Economist, 2003 - Klett et al., 1997",3,-9999,3,-9999,3,oil and gas field - no further information available,"Petroleum Economist, 2003",1.2
IN016PET,India,IN,750,3,16,Cauvery,9.38,78.85,PET,oil and gas,"Wandrey et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
IN015PET,India,IN,750,3,15,Cauvery,10.54,78.99,PET,oil,"Wandrey et al., 1999 - Petroleum Economist, 2003",1,1988,1,-9999,3,Nannilam field discovered in 1988,"Anonymous, 2001 - Petroleum Economist, 2003",1.2
IN014PET,India,IN,750,3,14,Cauvery,11.07,79.49,PET,oil and gas,"Wandrey et al., 1999 - Petroleum Economist, 2003",1,1985,1,1993,1,Narimanam field found in 1985 and came on stream in 1993,"Anonymous, 2001 - Singh, 2001 - Petroleum Economist, 2003",1.2
IN012PET,India,IN,750,3,12,Indian Shield,16.80,80.29,PET,oil and gas,"Wandrey et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
IN013PET,India,IN,750,3,13,Krishna-Godavari,16.57,81.54,PET,oil and gas,"Wandrey et al., 1999 - Petroleum Economist, 2003",1,1978,1,2000,2,Narsapur field discovered in 1978 - in 2000 two fields were under production,"Sabhu, 2000 - Subramanian, 2003 - Petroleum Economist, 2003",1.2
IN011PET,India,IN,750,3,11,Indian Shield,23.00,80.57,PET,oil and gas,"Wandrey et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
IN007PET,India,IN,750,3,7,Ganges-Brahmaputra Delta,23.16,91.60,PET,gas,"Wandrey et al., 1999 - ONGC, year unknown",4,1972,2,-9999,4,Exploration in the area around Gojalia field started in 1972 - area was still under exploration and development in 1997,"ONGC, year unknown - Petroleum Economist, 2003",1.2
IN009PET,India,IN,750,3,9,Ganges-Brahmaputra Delta,23.30,88.60,PET,gas,"Wandrey et al., 1999 - Petroleum Economist, 2003",1,1992,2,1992,2,Ichapur well was drilled in 1992,"Wandrey et al., 2002 - Petroleum Economist, 2003",1.2
IN006PET,India,IN,750,3,6,Ganges-Brahmaputra Delta,23.74,91.58,PET,gas,"Wandrey et al., 1999 - ONGC, year unknown",4,1972,2,-9999,4,Exploration in the area around the Agartala Dome and Baramura field started in 1972 - area was still under exploration and develop,"ONGC, year unknown - Petroleum Economist, 2003",1.2
IN010PET,India,IN,750,3,10,Bombay,22.75,72.68,PET,oil and gas,"Wandrey et al., 1999 - Petroleum Economist, 2003",1,1958,1,1962,1,Cambay gas field found in 1958 and Ankleshwar field put into production in 1962,"Wandrey et al., 2000 - NOS, year unknown - Petroleum Economist, 2003",1.2
IN005PET,India,IN,750,3,5,Ganges-Brahmaputra Delta,24.70,92.69,PET,oil and gas,"Wandrey et al., 1999 - Petroleum Economist, 2003",3,-9999,3,-9999,3,Adamtila and Badarpur fields  - no further information available,"Petroleum Economist, 2003",1.2
IN002PET,India,IN,750,3,2,Assam,26.98,94.91,PET,oil,"Wandrey et al., 1999 - Petroleum Economist, 2003",1,1945,1,1945,1,Digboi field discovered in 1889 and came on stream in 1890,"Wandrey et al., 2000 - Kulke, 1994 - GSPC, year unknown - Petroleum Economist, 2003",1.2
IN003PET,India,IN,750,3,3,Indus,27.47,70.33,PET,gas,"Wandrey et al., 1999 - Oil India Limited, 2001",1,1988,1,1996,1,gas was found in 1988 and production started in 1996,"Oil India Limited, 2001 - Kulke, 1994",1.2
IN004PET,India,IN,750,3,4,Indus,27.82,71.99,PET,oil and gas,"Wandrey et al., 1999",3,-9999,3,-9999,3,Duga well - no further information available,"Kulke, 1994",1.2
IN001PET,India,IN,750,3,1,Himalayan,31.91,76.43,PET,oil,"Wandrey et al., 1999 - Petroleum Economist, 2003",3,-9999,3,-9999,3,no information available,,1.2
CH068PET,China,CH,710,3,68,South China Fold Belt,19.89,110.20,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Jinfeng field - no further information available,"Kulke, 1994",1.2
CH065PET,China,CH,710,3,65,Yunnan Guizhou Hubei Fold Bel,26.25,106.32,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
CH064PET,China,CH,710,3,64,Yunnan Guizhou Hubei Fold Bel,27.13,106.40,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
CH059PET,China,CH,710,3,59,Sichuan Basin,29.40,103.81,PET,oil and gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH058PET,China,CH,710,3,58,Sichuan Basin,29.96,104.16,PET,oil,"Steinshouer et al., 1999",1,1964,1,-9999,3,Weiyuan field discovered in 1964,"Kulke, 1994 - Petroleum Economist, 2003",1.2
CH056PET,China,CH,710,3,56,Sichuan Basin,30.36,103.53,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH057PET,China,CH,710,3,57,Sichuan Basin,30.36,108.45,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Jinnan field - no further information available,"Petroleum Economist, 2003",1.2
CH062PET,China,CH,710,3,62,Jianghan Basin,30.26,112.75,PET,oil,"Steinshouer et al., 1999",1,1960,2,1969,1,Jianghan fields discovered in the early 1960s and developed since 1969,"InfoPetro, 2004",1.2
CH055PET,China,CH,710,3,55,Sichuan Basin,31.10,107.80,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH072PET,China,CH,710,3,72,Jiangnan South Jiangsu Fold B,31.19,121.40,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Shanghai refineries and LNG Import Terminal - no further information available,"Petroleum Economist, 2003",1.2
CH053PET,China,CH,710,3,53,Sichuan Basin,31.71,104.78,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Zhongba field - no further information available,"Petroleum Economist, 2003",1.2
CH052PET,China,CH,710,3,52,Sichuan Basin,32.20,107.50,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH051PET,China,CH,710,3,51,Sichuan Basin,32.35,105.94,PET,oil and gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH071PET,China,CH,710,3,71,Subei Yellow Sea Basin,32.75,119.60,PET,oil and gas,"Steinshouer et al., 1999",1,1975,1,1987,2,several fields - first commcercial discovery in 1975 - production at least since 1987,"Kulke, 1994",1.2
CH043PET,China,CH,710,3,43,Bohaiwan Basin,34.87,114.94,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Machang field - no further information available,"Petroleum Economist, 2003",1.2
CH049PET,China,CH,710,3,49,Ordos Basin,35.33,109.08,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Shilianmiao field - no further information available,"Kulke, 1994",1.2
CH042PET,China,CH,710,3,42,Bohaiwan Basin,35.64,115.52,PET,oil and gas,"Steinshouer et al., 1999",1,1975,1,-9999,3,Zhongyuan field discovered in 1975,"Petroleum Economist, 2003 - OilChina, 2003h",1.2
CH023PET,China,CH,710,3,23,Qilianshan Fold Belt,36.18,103.00,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Lanzhou refineries - no further information available,"Petroleum Economist, 2003",1.2
CH070PET,China,CH,710,3,70,Luxi Jiaoliao Uplift,36.92,119.38,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Changyi refinery - no further information availbale,"Petroleum Economist, 2003",1.2
CH050PET,China,CH,710,3,50,Shanxi Plateau,37.08,111.59,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH041PET,China,CH,710,3,41,Bohaiwan Basin,37.19,116.92,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH013PET,China,CH,710,3,13,Tarim Basin,37.46,77.32,PET,oil,"Steinshouer et al., 1999",1,1977,1,1989,2,Kekeya field discovered in 1977,"CNPC_5088, year unknown - CEDIGAZ, 2000 - OilChina_2003e",1.2
CH048PET,China,CH,710,3,48,Ordos Basin,37.66,108.83,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,exploration in the basin since 1903 - field could not be identified due to the concentration of the other fields,"InfoPetro, 2004  - Petroleum Economist, 2003",1.2
CH039PET,China,CH,710,3,39,Bohaiwan Basin,37.90,115.33,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Huabai field refinery,"Petroleum Economist, 2003",1.2
CH017PET,China,CH,710,3,17,Jiuquan Minle Wuwei Basin,38.25,102.66,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Minqin field - no further information available,"Petroleum Economist, 2003",1.2
CH012PET,China,CH,710,3,12,Tarim Basin,38.35,83.94,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available,,1.2
CH019PET,China,CH,710,3,19,Qaidam Basin,38.37,93.31,PET,oil,"Steinshouer et al., 1999",1,1958,1,-9999,3,Lenghu fields discovered in 1958,"Petroleum Economist, 2003 - InfoPetro, 2004",1.2
CH047PET,China,CH,710,3,47,Ordos Basin,36.99,109.03,PET,oil and gas,"Steinshouer et al., 1999",1,1945,1,1945,1,Yanchang field is producing since 1907,"Kulke, 1994 - Petroleum Economist, 2003",1.2
CH046PET,China,CH,710,3,46,Ordos Basin,38.60,107.78,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,exploration in the basin since 1903 - field could not be identified due to the concentration of the other fields,"InfoPetro, 2004  - Petroleum Economist, 2003",1.2
CH045PET,China,CH,710,3,45,Ordos Basin,37.76,106.86,PET,oil and gas,"Steinshouer et al., 1999",1,1988,1,-9999,3,Shaan-Gan-Ning field discovered in 1988 - exploration in the basin since 1903,"InfoPetro, 2004  - Petroleum Economist, 2003",1.2
CH038PET,China,CH,710,3,38,Bohaiwan Basin,38.41,117.17,PET,oil and gas,"Steinshouer et al., 1999",1,1964,1,-9999,3,Dagang oil fields found in 1964,"Kryopak, year unknown - Kulke, 1994",1.2
CH037PET,China,CH,710,3,37,Bohaiwan Basin,39.26,118.47,PET,oil,"Steinshouer et al., 1999",1,1970,2,1978,1,Jidong fields discovered in the 1970s and put into production in 1978,"Petroleum Economist, 2003 - Kryopak, year unknown",1.2
CH011PET,China,CH,710,3,11,Tarim Basin,39.12,83.41,PET,oil and gas,"Steinshouer et al., 1999",1,1989,1,1995,2,Tazhong field discovered in 1989 - in 1995 construction of a pipeline,"Gulomova, 2001 - Ogutcu, 1998 - Petroleum Economist, 2003",1.2
CH010PET,China,CH,710,3,10,Tarim Basin,39.39,77.68,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH036PET,China,CH,710,3,36,Bohaiwan Basin,38.95,116.27,PET,oil and gas,"Steinshouer et al., 1999",1,1975,1,1978,2,Renqiu field found in 1975 and producing at least since 1978,"InfoPetro, 2004 - NIMA Geospatial Engine, year unknown",1.2
CH009PET,China,CH,710,3,9,Tarim Basin,39.50,75.49,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Kuibage field - no further information available,"CEDIGAZ, 2000",1.2
CH044PET,China,CH,710,3,44,Ordos Basin,39.83,108.88,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH007PET,China,CH,710,3,7,Tarim Basin,41.58,80.25,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH008PET,China,CH,710,3,8,Tarim Basin,41.48,83.58,PET,oil and gas,"Steinshouer et al., 1999",1,1988,1,1989,2,Lunnan field discovered in 1988,"CNPC_8803, year unknown - Petroleum Economist, 2003",1.2
CH032PET,China,CH,710,3,32,Erlian Basin,42.44,112.63,PET,oil,"Steinshouer et al., 1999",1,1997,2,1997,2,Erlian oil fields producing at least since 1997,"InfoPetro, 2004",1.2
CH006PET,China,CH,710,3,6,Turpan Basin,43.02,90.24,PET,oil and gas,"Steinshouer et al., 1999",4,-9999,3,-9999,4,talks about the development of the Quiling field,"Petroleum Economist, 2003 - CTC, 2003",1.2
CH031PET,China,CH,710,3,31,Erlian Basin,43.42,111.90,PET,oil,"Steinshouer et al., 1999",1,1997,2,1997,2,Erlian oil fields producing at least since 1997,"InfoPetro, 2004",1.2
CH033PET,China,CH,710,3,33,Yitong Graben,43.73,125.68,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
CH004PET,China,CH,710,3,4,Junggar Basin,44.10,87.91,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
CH003PET,China,CH,710,3,3,Junggar Basin,44.06,86.20,PET,oil and gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Yaniqhai and Qitai fields - no further information available,"Petroleum Economist, 2003",1.2
CH002PET,China,CH,710,3,2,Junggar Basin,44.25,84.77,PET,oil,"Steinshouer et al., 1999",1,1945,1,1950,2,Dushanzi field discovered in 1897 - agreement in 1950 about the development of the Dushanzi field,"Kulke, 1994 - Petroleum Economist, 2003 - CNPC_5088, year unknown",1.2
CH029PET,China,CH,710,3,29,Songliao Basin,44.58,123.67,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,fields could not be identified due to the high concentration of the other fields in the basin,"Petroleum Economist, 2003",1.2
CH030PET,China,CH,710,3,30,Erlian Basin,44.83,115.75,PET,oil,"Steinshouer et al., 1999",1,1997,2,1997,2,Erlian oil fields producing at least since 1997,"InfoPetro, 2004",1.2
CH005PET,China,CH,710,3,5,Junggar Basin,44.60,88.80,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,giant Huoshaoshan field - no further information available,"Kulke, 1994 - Petroleum Economist, 2003",1.2
CH001PET,China,CH,710,3,1,Junggar Basin,45.71,85.24,PET,oil,"Steinshouer et al., 1999",1,1945,1,1955,1,Karamay field discovered in 1937 and started operating in 1955,"Kulke, 1994 - Petroleum Economist, 2003",1.2
CH028PET,China,CH,710,3,28,Songliao Basin,45.56,124.69,PET,oil and gas,"Steinshouer et al., 1999",1,1959,1,1960,1,Daqing fields discovered in 1959 and came on stream in 1960,"Petroleum Economist, 2003 - InfoPetro, 2004 - Kryopak, year unknown",1.2
CH027PET,China,CH,710,3,27,Temtsag Hailar Basin,48.38,117.80,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
CH014PET,China,CH,710,3,14,Altunshan Fold Belt,40.37,97.20,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields could not be identified due to the fact that they are close to the other basin,,1.2
CH035PET,China,CH,710,3,35,Bohaiwan Basin,41.40,122.39,PET,oil,"Steinshouer et al., 1999",1,1969,1,1969,2,Liaohe fields discovered in 1969 and started operating in 1960s,"Petroleum Economist, 2003 - CNPC _5088, year unknown - Kryopak, year unknown",1.2
CH034PET,China,CH,710,3,34,Taihangshang Yanshan Fold Bel,41.98,121.39,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist - no further information available,"Petroleum Economist, 2003",1.2
CH040PET,China,CH,710,3,40,Bohaiwan Basin,37.49,118.26,PET,oil and gas,"Steinshouer et al., 1999",1,1962,1,1962,1,Shengli oil fields discovered in 1962 and came on stream in the same year,"Kulke, 1994 - Petroleum Economist, 2003 - Kryopak, year unknown",1.2
CH069PET,China,CH,710,3,69,Luxi Jiaoliao Uplift,36.69,118.51,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Shougan refinery - no further information available,"Petroleum Economist, 2003",1.2
CH024PET,China,CH,710,3,24,Lhasa Terrane,31.13,89.42,PET,oil,"Steinshouer et al., 1999",1,1999,2,1999,1,first commercial oil strike in the Lunpola basin in 1999,"Kulke, 1994 - People's Daily Online, 2000",1.2
CH026PET,China,CH,710,3,26,Cuoqing Lunpola Basin,31.23,89.89,PET,oil,"Steinshouer et al., 1999",1,1999,2,1999,1,first commercial oil strike in the Lunpola basin in 1999,"Kulke, 1994 - People's Daily Online, 2000",1.2
CH025PET,China,CH,710,3,25,Lhasa Terrane,30.92,90.07,PET,oil,"Steinshouer et al., 1999",1,1999,2,1999,1,first commercial oil strike in the Lunpola basin in 1999,"Kulke, 1994 - People's Daily Online, 2000",1.2
CH015PET,China,CH,710,3,15,Tian Shan Foldbelt,40.76,97.78,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields could not be identified due to the fact that they are so close to the other basin,"Petroleum Economist, 2003",1.2
CH016PET,China,CH,710,3,16,Jiuquan Minle Wuwei Basin,40.05,97.74,PET,oil,"Steinshouer et al., 1999",1,1945,1,1945,1,Laojunmiao field came on stream in 1939,"Petroleum Economist, 2003 - OilChina, 2003f",1.2
CH021PET,China,CH,710,3,21,Kunlunshan Fold Belt,37.69,91.18,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields could not be idnetified due to the fact that they are close to the other basin,,1.2
CH018PET,China,CH,710,3,18,Qaidam Basin,38.34,91.26,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,Mangya fields - no further information available,"Petroleum Economist, 2003",1.2
CH066PET,China,CH,710,3,66,Nanpanjiang Depression,24.15,106.89,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available,,1.2
CH067PET,China,CH,710,3,67,South China Fold Belt,23.59,106.92,PET,oil and gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available,,1.2
CH061PET,China,CH,710,3,61,Qinling Dabieshan Fold Belt,32.56,113.27,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,fields could not be identified due to the fact that they are close to the other basin - no further information available,"Petroleum Economist, 2003",1.2
CH060PET,China,CH,710,3,60,Nanyang Basin,32.80,112.76,PET,oil,"Steinshouer et al., 1999",1,1971,1,1997,2,Henan field discovered in 1971 and is producing at least since 1997,"InfoPetro, 2004",1.2
CH022PET,China,CH,710,3,22,Qilianshan Fold Belt,38.17,95.01,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,fields could not be identified due to the fact that they are close to the other basin,"Petroleum Economist, 2003",1.2
CH020PET,China,CH,710,3,20,Qaidam Basin,37.55,94.79,PET,gas,"Steinshouer et al., 1999",1,2001,2,2001,2,Sebei field: agreement of exploration in the Sebei prospect - pipeline from Sebei field,"Petroleum Economist, 2003 - UK Trade & Investment, 2003",1.2
CH054PET,China,CH,710,3,54,Sichuan Basin,29.81,105.90,PET,oil and gas,"Steinshouer et al., 1999",1,1956,1,-9999,3,Lung Nussu field discovered in 1956,"Kulke, 1994",1.2
CH063PET,China,CH,710,3,63,Yunnan Guizhou Hubei Fold Bel,28.98,107.06,PET,gas,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no information available - fields could not be identified due to the fact that they are close to the other basin,"Petroleum Economist, 2003",1.2
BX001PET,Brunei,BX,835,3,1,Baram Delta/Brunei-Sabah Basi,4.41,114.50,PET,oil,"Steinshouer et al., 1999",1,1945,1,1945,1,"Belait field discovered in 1924, Seria-Rasau fields in 1929 - first commercial production in 1929","Kulke, 1994 - Anonymous, 2001 - Petroleum Economist, 2003 - World Energy Council, 2001n",1.2
BX002PET,Brunei,BX,835,3,2,Baram Delta/Brunei-Sabah Basi,4.83,114.81,PET,oil,"Steinshouer et al., 1999",1,1955,1,1962,1,Jerudong field discovered in 1955 and came on stream in 1962,"Kulke, 1994",1.2
BG005PET,Bangladesh,BG,771,3,5,Ganges-Brahmaputra Delta,22.02,92.06,PET,oil and gas,"Wandrey et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
BG004PET,Bangladesh,BG,771,3,4,Ganges-Brahmaputra Delta,22.46,90.77,PET,gas,"Wandrey et al., 1999 - Wandrey et al., 2000",4,1993,1,-9999,4,Shahbajpur field found in 1993 and is still under exploration in 1999,"BAPEX, year unknown - Petroleum Economist, 2003",1.2
BG003PET,Bangladesh,BG,771,3,3,Ganges-Brahmaputra Delta,22.90,91.43,PET,gas,"Wandrey et al., 1999 - Wandrey et al., 2000",2,1967,1,-9999,4,Semutang field discovered in 1967 - under development in 2003,"Wandrey et al., 2000 - Daily Star, 2003 - Petroleum Economist, 2003",1.2
BG001PET,Bangladesh,BG,771,3,1,Assam,25.01,91.50,PET,gas,"Wandrey et al., 1999 - Wandrey et al., 2000",1,1959,1,1961,1,Chhatak field discovered in 1959 and came on stream in 1961,"Wandrey et al., 2000 - Petroleum Economist, 2003 - Faruque et al., 2002",1.2
BG002PET,Bangladesh,BG,771,3,2,Ganges-Brahmaputra Delta,24.23,91.29,PET,oil and gas,"Wandrey et al., 1999 - BATEX, year unknown",1,1955,1,1962,1,Sylhet field found in 1955 and started operating in 1962,"Wandrey et al., 2000 - Petroleum Economist, 2003 - Faruque et al., 2002",1.2
AS031PET,Australia,AS,900,3,31,Otway Basin,-38.47,143.00,PET,gas,"Steinshouer et al., 1999",1,1979,1,1986,1,Paaratte North field found in 1979 and came on stream in 1986,"Geoscience Australia, 2002 - Petroleum Economist, 2003",1.2
AS032PET,Australia,AS,900,3,32,Otway Basin,-38.17,142.04,PET,oil,"Steinshouer et al., 1999",3,-9999,3,-9999,3,no confirmation of Petroleum Economist,"Petroleum Economist, 2003",1.2
